address,hash160,n_tx,n_unredeemed,total_received,total_sent,final_balance
1KH5zP1JAvg1YqhjdSn7Qduv2wdmwFdnCN,c87d159841aed8c298a991532ac7ee20ed05b190,19,0,1171599339,1171599339,0
19jTg3xfjnJF4Rn5fuczFvKZB7A7FXThKq,5fc8be0e8e430056231e4f884876ae119ea06389,5,0,69462369,69462369,0
bc1qhdxqcu5yrrs4kqjm0wnncfcpzet96qcuzk2cxp,bb4c0c728418e15b025b7ba73c270116565d031c,4,0,1473656,1473656,0
bc1qx3gg5fmhy6uxz4n679vrdw477rlmteaywr4lu4,34508a277726b861567af15836babef0ffb5e7a4,0,0,0,0,0
1MSafx9aRzRybiqgGJnH1Ah4EJz5usuSxy,e03905b74a925913da5feceeafe5083e3c52ffad,2,2,4887835,0,4887835
bc1qu2zq7ya5w8mk5rpd4rfa2e8p8nhz5u4fdpzvcz,e2840f13b471f76a0c2da8d3d564e13cee2a72a9,0,0,0,0,0
33Mw16wNgvQZHzmS87MCTJ3ZAJBowre1rd,12543d78d24be1b464e0564df145fa78f49c343d,0,0,0,0,0
1Ns5dgabe5YN5gP5CRHKirvTZf3Z4Fmr6J,efd34e78988c2d9b8f0998ec67f59ed2a23b5881,309,0,279964089,279964089,0
12agVgeh7KSCjU6wvEZWomySsUhdsheh4K,1156d22714c59091d462ce0a9b1ba894992e0c6d,10,0,260534643,260534643,0
bc1qkutjuyshsj0ucspqdjed5hm2q5lg6jf6xhg559,b7172e1217849fcc40206cb2da5f6a053e8d493a,142,0,111380494,111380494,0
bc1qjtd2tkxrqxvghpggq3rquja9adydjvc46acr0p,92daa5d8c301988b850804460e4ba5eb48d93315,0,0,0,0,0
bc1qgntdrv2zn3a0zjadr0tampze5meqn0d9z5ymkg,44d6d1b1429c7af14bad1bd7dd8459a6f209bda5,2,0,326585,326585,0
bc1qzf8xzwkw9hl27fggvxw7tush5zagn8uaym2cxs,124e613ace2dfeaf2508619de5f217a0ba899f9d,0,0,0,0,0
bc1qdcf7ane7atc4vucn06yhjqfl5th3naw02qtvpa,6e13eecf3eeaf15673137e8979013fa2ef19f5cf,105,0,93614262,93614262,0
bc1qu3jl7wk62j482nw4d2gmeamuqvxl2wpfq2cnkv,e465ff3ada54aa754dd56a91bcf77c030df53829,4,0,1955158,1955158,0
bc1qtfy5lwl6gxc4szqz0gn50s65yrh0p5pyvlm75c,5a494fbbfa41b15808027a2747c35420eef0d024,79,0,20232915,20232915,0
bc1qmne2d4566u4a909wh5jgvauv5p5fyn2f0ufcjn,dcf2a6d69ad72bd2bcaebd2486778ca068924d49,0,0,0,0,0
bc1qv4cxhqfkkauz0sxnl8up6pzayk9ffe3qsapn2y,65706b8136b77827c0d3f9f81d045d258a94e620,0,0,0,0,0
bc1qdnjffh9tpmphuex2pknqg3yeq4g0xvfm2ag53w,6ce494dcab0ec37e64ca0da60444990550f3313b,41,0,21751022,21751022,0
bc1q58rhyke2yp3qk2jvwt8u8nh4dzrjjz53wucspu,a1c7725b2a20620b2a4c72cfc3cef56887290a91,0,0,0,0,0
1JsNeFni7X7WWZniygofukHwMZUtLoRHs6,c40100a50cfa0a6185fad03718224c7fe112bc58,2160,0,4060305604,4060305604,0
1AmNno7zUXzFE5gbtQsx9pFAxCTPjAgmnn,6b1d9f9696300503be2aed556ec82f455eb2c0d5,40784,0,149447325122,149447325122,0
bc1qlmyce38h50qjqpenwamyptuzysmt4qap94dw6p,fec98cc4f7a3c1200733777640af822436ba83a1,0,0,0,0,0
33h74tWreQUULAVDvGs5VNe8HS25tVAY74,15f48ba39dcf26e74e8c0653e739970f84a2c569,48,0,28047870,28047870,0
bc1quk0xv9eujxm7cwcuvrlk0gmdemnza4wcaq70vu,e59e66173c91b7ec3b1c60ff67a36dcee62ed5d8,2,0,832407,832407,0
1MDy94TGfB1XXfwjUVAWUjM9FWLQmEX9h5,ddd65ea1f497c1768c08560d717951c245298251,93,0,22914753,22914753,0
bc1q0g63l23wpajfhn66nuwc2dcfdl5zjkqmpzs9w5,7a351faa2e0f649bcf5a9f1d8537096fe829581b,0,0,0,0,0
bc1qy5k5vdcy7dd40wf20qlqthl5lc83qezt8jvtn0,252d463704f35b57b92a783e05dff4fe0f10644b,0,0,0,0,0
1DMLEYNChphkBejNzK7WjmNNdwyT41eyad,8779e24901da836a50a7ac295849ff2b9b7de7c3,3,0,9085000,9085000,0
124czozNEA5HrHPPky9xHv2KRmBqBL2Vod,0ba76c16d662441092aea54ad697da03cb4ac44b,1,1,21480,0,21480
1FLTUwnoRC8K9GAVMUEhPT2Usptuex3ZTD,9d3fc52825fdd31d7442f47250deaca4e1437cd2,2,0,71224,71224,0
bc1q05dlxt4xzc49rycmctux4kx56ne7dj67jed84e,7d1bf32ea6162a51931bc2f86ad8d4d4f3e6cb5e,2,0,916776753,916776753,0
1GisqgAtx22kfZ8ZNQoD2QZmGWduvGnpjn,ac7561303c481c752506a1e557f1ebb8ba741c60,2,0,458385622,458385622,0
bc1q0r085crkkmqz3sqteup3gjdhgreuq72u6n5fa7,78de7a6076b6c028c00bcf031449b740f3c0795c,3,0,916378334,916378334,0
bc1q8n6p3mzan74e2nmu5jsfes34e3xgw7698zlge5,3cf418ec5d9fab954f7ca4a09cc235cc4c877b45,45,0,13713683,13713683,0
bc1qp43ne9tukxycqtvqukfp93vmx7ltdh8jteutfg,0d633c957cb189802d80e59212c59b37beb6dcf2,87,0,4774738,4774738,0
bc1qgtvxldq4nyk7gfpr36uesqslww2xcpyjus6fvu,42d86fb415992de424238eb998021f73946c0492,47,0,54043566,54043566,0
3AKwDPnUBemhBCMw7HRqqpidY1yKiG4sxi,5ebc7730073fcdaf729d0436506b7fc5206a4370,21,1,5886311,5843211,43100
3Hf5szXQfob6fhzatyfzYSB2UWaegw94Lb,af247ba16a4379c4169abfee4fc82e1c1f7c79d4,11,0,41820423,41820423,0
1KEPUZN2Epd9n4R2mVPJpztsJU19YdogG2,c7fa6ed344bf6f0e786f3201b87ac3c86a853df4,6,0,44123885,44123885,0
bc1qpkdyfv3ve2sa8grkqwz5gyxv9kguwhmmxtge8v,0d9a44b22ccaa1d3a07603854410cc2d91c75f7b,8,0,42174612,42174612,0
bc1q6krger0lfqwhw59s3tkkyrvjglksgd772huz4g,d5868c8dff481d7750b08aed620d9247ed0437de,0,0,0,0,0
bc1qzp7tlkldsw2h5azxlsxn600wcs0mnp62v0ae36,107cbfdbed83957a7446fc0d3d3deec41fb9874a,16,0,159325359,159325359,0
bc1qps54srmcsyazt56pkfx3wey8j8dpxkx2ukveyw,0c29580f78813a25d341b24d17648791da1358ca,2,0,5952071,5952071,0
bc1q6z2wr7j7024xhfsaxme25pkuypetqknnka32pj,d094e1fa5e7aaa6ba61d36f2aa06dc2072b05a73,2,0,1991461,1991461,0
3533U8sqS6mhVWXVddZnFp2jYt5jy3v7zB,24b1fc6d37ee155b8c0dab7fb1ce72516669483e,115,6,12045618,11687168,358450
bc1qvdy5pt2spayz7sfs2d5m4f5rc9mj43n0uam0e9,634940ad500f482f41305369baa683c1772ac66f,6,0,27858660,27858660,0
1KG2aoajCnC7H9n2iyGGJg83RTKWZN85F6,c849d3261bbdc80433001e847ac37c8af4e903bb,5,0,938510,938510,0
bc1qa9vy7ryzudqay5pddss43m49fg9qjc6nhvplmj,e9584f0c82e341d2502d6c2158eea54a0a096353,1,1,1035574,0,1035574
bc1qux47aadcd28u5ev0ng3fz0zqfjdlzwmgkp3fa0,e1abeef5b86a8fca658f9a22913c404c9bf13b68,2,0,1064252,1064252,0
1JM4QJJMqjovJt773YgJaePQQHpXQFrEVi,be454c121bf56cb17359e568b4fa7fb6a51f3223,2,0,19650,19650,0
bc1q2lsu8wxh05588e24zm7chgcfl0v5u06fay3hzw,57e1c3b8d77d2873e55516fd8ba309fbd94e3f49,3,0,17119,17119,0
3KEwRKfjAYbSsh1A7P5jaEVvXXhvShhzn6,c083b083a5b72b2b7f84554a6c0b5ff48983affa,204,1,55549765,55386328,163437
bc1qs22fd3cqemxd947v5kuxv9592xkqvc6cmcvjw5,829496c700ceccd2d7cca5b866168551ac066358,4,0,2009020,2009020,0
1L74NYg2N2cGG5Q9V3pgUeS8J2AoQLrVyd,d18fb3358b86d0796f8fc42024846d5bf75d00ca,0,0,0,0,0
bc1q456hsjpcpntvdz2zgky34d6u825rme6xvxz4hj,ad357848380cd6c6894245891ab75c3aa83de746,0,0,0,0,0
1KMyFMPxwbhCiJ6wP2KwgiwZ8MCQbXhTML,c969894dd8a00751a683d21e2e3122f637c80dfe,3,0,110967,110967,0
1LqSNBE9rcvypxXF8fiBE88YenJsRfvsEZ,d993879ff2e42796b188716cded5a886f207c90e,0,0,0,0,0
3H3CVgSGSyPbauXZ8jb23HEMBa4mYYDozs,a85b07ce5535e8fc63e76faad95459cec1ce519c,0,0,0,0,0
bc1q384uyvdyfy5kqmxtt5ysnqk6wfee2g227stpt0,89ebc231a44929606ccb5d090982da727395214a,36,0,266122564,266122564,0
bc1qxee087ze05hqyfj59u70xscy924h0342hezacf,3672f3f8597d2e0226542f3cf343042aab77c6aa,2,0,220999,220999,0
bc1qlgyjg72uwlczjk86hn2q3gav7spxzwmg3ak4mm,fa0924795c77f02958fabcd408a3acf402613b68,13,0,2840307,2840307,0
1JZ2KadbqiS2cDeNYk7xqvzVeHY3L885MU,c0888d1fdfcb298c57e2ba93151fda48000cc258,3,0,320255,320255,0
1DGpzCtEKqYVpEgR85FogVNqHVABWyCRgA,869fce46fd9639991725b623fcc3185103fef86d,3,0,100016425,100016425,0
bc1qt2k252w9zma837xxhh399qy49ycy0d588zky2m,5aacaa29c516fa78f8c6bde2528095293047b687,10,0,13491620,13491620,0
1ANa5YYbQyZxL5Bo7kSL9oX8aYN2mPHf8T,66cd7acb182f33f8934250397ff120aa90bfdb7e,2,0,322958,322958,0
bc1q42l635cf6776yn5hlj26f4nu00wld3lyjhjeak,aabfa8d309d7bda24e97fc95a4d67c7bddf6c7e4,17,0,61267335,61267335,0
bc1qv8ckk0za0xeakv7dexzcwagfsdjqjd9t7rnxff,61f16b3c5d79b3db33cdc98587750983640934ab,1,1,12938,0,12938
13TRcfeoXoH11pUy1D91MfQHJazBdP7XD1,1aef9d34fa73e35bfe2179fe61e59f76b7f20873,1,1,1673145,0,1673145
bc1qxy9t4qv2kuazr38wnzuq8e8n76vsw8uvd3fuyz,310aba818ab73a21c4ee98b803e4f3f699071f8c,6,0,38940615,38940615,0
18B5h8Mmo2C5MT1KDuc3c26q987dizYEhk,4eb0f4e77caf9b504fd291bb5fa35e60b57a4729,0,0,0,0,0
16FdxVRx527h3WD2uTcvvZxALu4ubZiFtc,399d4d63f010ad6402b471a622a109268956b0b9,11,0,1632062,1632062,0
1EzCTEADCoDqR9LJmd5ofbT28dzjCabt7d,996ae7a2023985af7444dfd796700e3e6f68102f,0,0,0,0,0
bc1qy5mzvh8r4zvm73mnn84dsgshp4h6nfhpnr6tk6,2536265ce3a899bf477399ead822170d6fa9a6e1,29,2,184256763,183253296,1003467
bc1qfud8smffalffgrjfnyynpxrt4mlprg87j35x6j,4f1a786d29efd2940e49990930986baefe11a0fe,19,2,30599919,30528083,71836
1AhEnrgZwZxkHxG3fLkfnHAEJ8om4umabn,6a55484909d3dcf112a95124c091cedb088b5df8,6,0,10885783,10885783,0
1GmFioM1FYPeeU2Gtn5HfeuukB15Ns3o71,ace87a2eab4a3c82d875e5a9005b3e9eecb98139,0,0,0,0,0
bc1qpa8460yt2f804qjdl0p0gg3pfxpuqesz8wmr68,0f4f5d3c8b524efa824dfbc2f422214983c06602,126,0,144819695,144819695,0
1DSDNk2W9QpSV855QGKWWZvNyscRiQLteL,88663d0bdbcb76ca022cc6be48c4aad52893b734,0,0,0,0,0
1B5zxZRoLxCzK5zxcabWtA4zuKYHUDbJzq,6ea34d71b572a64e208f3179a20f7e8221c886d3,5,0,2937395,2937395,0
1U6byeSMBVp8UQHS9mkRLbfa3jBYHj1ka,051fe87cdcd50aa15c36c7f1d7a8428ee50a9c92,0,0,0,0,0
1Aeiu5Xj4Ukw5cQpCjFHuYZA1xiDj2wxtP,69db7f4b68070c0a34328d78d119c605e515f2c6,0,0,0,0,0
bc1qmxkj49ujzednhnzkr3wqpkeh4kfslr9zqume72,d9ad2a9792165b3bcc561c5c00db37ad930f8ca2,281,0,144089900,144089900,0
16zCzKpPGecvi1dC6qx7bM7Pn3Fke3VLgc,41aa589ae2b392343864bafe1c2b3cc27c0c396e,0,0,0,0,0
bc1qey8hpst8jmefdpf2e88d6wj9p0pynd3jqya8lr,c90f70c16796f296852ac9cedd3a450bc249b632,3,0,2309500,2309500,0
17YmAmWzHRw2guzp9Sv1eHXAaaHbweQwmS,47d284fa726dd4cd0270a8c66298286880ba7ad8,0,0,0,0,0
1L7LVVaukfNwQpNHrLNTLW6EkSSximaSbw,d19d27f905660dc0cfa74fb84e5864bd8a8a4b93,2,0,400000,400000,0
bc1qagf7d5zfpkj2lz40w457sscufq3q099h5gp847,ea13e6d0490da4af8aaf7569e8431c48220794b7,12,0,24093954,24093954,0
bc1qmsa6x8v0rgv3efu4csl86jq8q3njuhxx8wa2jk,dc3ba31d8f1a191ca795c43e7d480704672e5cc6,10,1,81478075,81410272,67803
bc1qdrcls0xvlg8uuymqnk9k4ajdx74hzgav3f4mn0,68f1f83cccfa0fce13609d8b6af64d37ab7123ac,0,0,0,0,0
bc1qtutx364yef8ne5rgt23s6cc8nra3dkd32cq37u,5f1668eaa4ca4f3cd0685aa30d630798fb16d9b1,0,0,0,0,0
1EBXv7JZRQfqBjAFqXsWQ4oA43a9rApjJ4,90979a168195657dacba8ebdc629c44c4d66b705,2,0,75000,75000,0
bc1q8p9gr305dp0dzxcszu7uml5q6vgk5sstqdglyg,384a81c5f4685ed11b10173dcdfe80d3116a420b,0,0,0,0,0
1A1csWPYunRrdXaiLT5M6BJteoFHeppCcS,62d7135397934da8e07682f61ed878a57e33c91f,0,0,0,0,0
1ATENaEdYe817Sfnn8x1c7Yku3eFhPPuLm,67af1c01b52b40115c6323103fa3870ca9ebd828,301,0,635163041,635163041,0
bc1qj02y794rssqw8ekqd5hzwezh7hpjzs53k0yndx,93d44f16a38400e3e6c06d2e276457f5c3214291,5,0,4808146,4808146,0
bc1qkujpck5pclu3s335ffp2wexr77v0at4f8cc6n5,b7241c5a81c7f91846344a42a764c3f798feaea9,0,0,0,0,0
1Cc2CvsTebFTgrogSseb9sapAWYAbVUNka,7f48f2dfb26d1521e22c4b02057ed6be26b3beed,2,0,6612000,6612000,0
18dH4JkNoB9rJVRBrwG4Zg9sV4nyEGUP2A,53a54241fd3ed6649c720a52c84b158035071634,3,0,13030700,13030700,0
bc1qhq6gerte6ad65jq0gtfhdvz0qa2ck53cpykcqt,b8348c8d79d75baa480f42d376b04f07558b5238,4,0,128991329,128991329,0
bc1qkfa3ctm729s990t6ry87y9rf350ex28s9q3sgy,b27b1c2f7e516052bd7a190fe214698d1f9328f0,11,0,28096951,28096951,0
143rA57iYVNdhuoRPU3YVcun2fZzneT4E3,21723e3322a81e510917c111e002b1ce14364ba7,0,0,0,0,0
bc1qxpdnguzv5mkjhcg7050yemwcdln5zx5y3qczad,305b34704ca6ed2be11e7d1e4cedd86fe7411a84,12,0,6866231,6866231,0
1Fq8RMGyWZCW1BXX4YeXB8n47p9ZHHEWJh,a2abebbfa1d7fe5eb4dfd9d536bd31000d2fda2c,0,0,0,0,0
1HojkHua25npEBRb3NjNyg7zRPBMjJYF7u,b858d4663699396f484e90583cb27ac2df3e56aa,570,0,171242102,171242102,0
1Hpuja3NVU3rKkehKQs1vjtEHyTRPYCSeb,b8919534d46ad69c9b60271a271b1e2a915c5834,0,0,0,0,0
1NZySonf75xU2b1dNvBTvHBPjUZ1HsS4cp,ec9711f232b8fd249eba1fd99ee7be9c677b324d,3,0,2287862,2287862,0
12vrbhffQgHUXaR5aS7zcp6CHmn8deDQZU,1527930757f5db6e4a3c1fc7dd42d1c3cd1205d3,3,0,50039,50039,0
bc1qu46mlqvp4j8ha95xrhcundxpv6z3krfc9rexay,e575bf8181ac8f7e96861df1c9b4c166851b0d38,8,0,62184271,62184271,0
bc1q9uffs5hvk3tf8rfdc72t9emlvsttadzjf6ff3v,2f129852ecb456938d2dc794b2e77f6416beb452,0,0,0,0,0
bc1qfrrjcw2huken6pf7q8neyprcgrdny5zwna29r9,48c72c3957e5b33d053e01e792047840db32504e,0,0,0,0,0
1MdS9TxQQUsvb84vkBTHJuey6CbshExHMc,e2467b27d9f5be0fae8fef6683f773e011b7d10b,0,0,0,0,0
1GVDc1qEKJbxtNZofLCweX2QTf4kbpEWsq,a9e00e02412d5f945e224133d75ba271b55bab7b,1,1,6184025,0,6184025
bc1qeuu8gmzh8u2myhn9gcf0geq2vfww59lknk2fmq,cf38746c573f15b25e654612f4640a625cea17f6,8,0,102280,102280,0
1qu1cF2jDrqBQmDCXGRp9niqNt4XJafVB,093f61e00cd40b9ed33118f531bfa467339aaa09,0,0,0,0,0
bc1q29evctsqfzjnc03f29ymuelgm5n4rrqj335cc7,5172cc2e0048a53c3e295149be67e8dd27518c12,2,0,820350,820350,0
1EeEb1jFnJ5QJu7yYEKSYKYj12TCSnxWmt,95a45dfd92c53f6a57bae3742d3e7b583049f8b7,0,0,0,0,0
17DxMWRunREc1CTs2b95mT7CwSq8gU2fiN,4443f3fd34e760450469099c71375a642f93a435,6,0,8909922,8909922,0
bc1qjwcnnawfzf7up4ashwdeqw8ntm2tujc75lf6p0,93b139f5c9127dc0d7b0bb9b9038f35ed4be4b1e,4,0,751274,751274,0
17o5C8VQXWc29sCVb7QEZq5Fr1YTk4P196,4a87635de5fb160a253efecc4a4aa197ab02f5d2,360,0,225237990,225237990,0
bc1qh8t9r8ace7p499j6ysnvj5t28h89t6dn0k37tq,b9d6519fb8cf8352965a2426c9516a3dce55e9b3,0,0,0,0,0
1CmaLqWa5iEbvNJQt95gmWouiMhNj2YovX,811784b8dae6dcecccaad60beaddec989c14434e,0,0,0,0,0
1MHP2qGKU6hy2opb6diLjin2Q2MfPMtuBG,de7b8fe6528f05a1eef8abb94a5f1e9e6f1046d1,0,0,0,0,0
1LwAQMxbeMPJX4ih8XbYfQ3YB5nwHRyPh6,daa8b36c93e91b36d79358b321a2e64369ffbe7c,0,0,0,0,0
bc1qapyglfpx70k0v4uv8f2e760e659086htjp7pvj,e8488fa426f3ecf6578c3a559f69f9d50af3eaeb,0,0,0,0,0
1HTJpF1Ju73Yt1KsGprAsEMQyDqisBCzHw,b47bb2c707a387ade7a8e36589d46009e4547a61,5,0,46251054,46251054,0
1DLqCJ9EdgPcQrNW5C6uAovGU36j3TUwVp,8761a4c50634de2d968bc063476283b2a25d3176,0,0,0,0,0
1AGJ1YaeAtAHRJxdR79qGNkggHgA7nKL5e,659d91f8cc1b4670b8327de0b90be63537cd8fa8,0,0,0,0,0
bc1qfg6waeny9xregnmh24k39y9hysy4s8kjw7fe92,4a34eee6642987944f77556d1290b72409581ed2,0,0,0,0,0
bc1qn6y3w3ncrxr9dtuxh9d2elssv2wn6d4z3magv7,9e89174678198656af86b95aacfe10629d3d36a2,0,0,0,0,0
1JDrt1JZRF5aviV4Jz5g4kHKwjKWkiBHy,0341ce6b96c468cb9f87f7a20c7061c51bbcd373,0,0,0,0,0
bc1qjls2dgyaajymputthwt6fclysfkqnmyhl799xe,97e0a6a09dec89b0f16bbb97a4e3e4826c09ec97,0,0,0,0,0
bc1q7pvlf4ug9j3wh8e8m9aw0lm47aw5g5cct3jcha,f059f4d7882ca2eb9f27d97ae7ff75f75d445318,0,0,0,0,0
1HvwfqET1WKdiN3C4xnkdpfqrx7oVW2Rc4,b9b5b1bf38fa83733e3bf67acf20c8112783a32a,31,0,73366271,73366271,0
13Gnin9v9egPVoQjqRm9cAAgr5LFRTEZv1,18eca8097e360746a8c551c325f293240168003a,6,0,20857836,20857836,0
bc1q9sphrdkwj9akseneemcjx74kzlhfd9ykjunn6n,2c0371b6ce917b686679cef1237ab617ee969496,28,0,16357095,16357095,0
bc1q23gx844p3xm5lz5wps9tl3ry2xnh47907szr9u,545063d6a189b74f8a8e0c0abfc46451a77af8af,3,0,721126,721126,0
bc1quvg4pra857apf3l8xn8nmjmvruc8kzyptuf8xa,e311508fa7a7ba14c7e734cf3dcb6c1f307b0881,21,0,81536608,81536608,0
1MCzNv1Zmxg8qKt1gn74e3KTTdW7ZbZ1Q2,dda6fce3f09fd8be74db88ecfdefe454e50d1340,3,0,571422,571422,0
161nHaUieTXHF223JRu1TQkz7mqWFTJV3k,36fe6e7e29956d52bb5a0b4b2b9807e2a16c66b4,26,0,25832315,25832315,0
1QeedzubKqp9J62h5UwZU1LzCQ74LzJWS,0478feaf73f2bc7ef9973b45e9eee7c772e59d52,34,0,2700181220,2700181220,0
bc1qgxaxnj7u9e4uj5hkk56hknn072tzwzjqw82xp9,41ba69cbdc2e6bc952f6b5357b4e6ff296270a40,4,0,2313342,2313342,0
1CNbzFz7XtYgXC1Z3TxzGPMSNeS3jbqVhc,7cbf531dd23d6ec2484182e500c50068c827d507,6,0,5110990,5110990,0
bc1qtk9rxn78duzdyddsgmks33jyeyuznzsrfqez00,5d8a334fc76f04d235b046ed08c644c938298a03,2,0,20000,20000,0
1LUPTTspKA1qPKQ9Mfmf5nimPbL6GPwvyN,d5985dcccce29ad5cebe232ba1c76ae17d7a1d20,18,1,294745282,294743298,1984
1DfgrxSXCWRQ9Y5zzpUnYrg8qDMevAzDDq,8af2972ad87cd5c89ad6ca54e03d90b603e252e0,3,3,569114,0,569114
1HQqMqd8FFgwuNpX8wQV6RYco9BLnJ1xV1,b403f2ad4c758975e8a2fc6a1ac60044e1cf6ea1,4,0,608233,608233,0
1984gJsKXTURNZjitt9KNQXZtW8ayCYMt5,5916fcee6dd7a42cec1630b4ed7d9574a20a4f8f,23,3,151570418,151537329,33089
17tA6hhbok5j6ZU4fY8xbpcgZwnRTuos2C,4b7d904a82d516c72c0fff24e48b4c9a12dcbace,5,0,29803932,29803932,0
1zvKDnDqGpqC5JyZzi8ZHgxoQGXW7g7eS,0af436d7a5429225e50ea98331f260d783f0d645,9,0,16904423,16904423,0
1ECJusVcqWe61Ng1zfZ6icb6mvP9fTLvee,90bd299f557e8772b6f384e5582b34151120a83c,2,0,36771998,36771998,0
bc1qp5j3dnpsspygv963u7ykj5qm5ccm30l9a68304,0d2516cc308048861751e78969501ba631b8bfe5,2,0,63697,63697,0
bc1qqmm0u9cf0r4jhz6mtm5qgvx5cqauhr3572z5vh,06f6fe170978eb2b8b5b5ee80430d4c03bcb8e34,0,0,0,0,0
17FsmExE3qgk9jdgNsmjTgDiFG2RGyZpt4,44a0f3ea379844583deb6d57c578e9d0a7d85d60,3,0,496076,496076,0
bc1qyw6yamrexgs2plzrf6l7h8q9wt9eyrsez5yt34,23b44eec793220a0fc434ebfeb9c0572cb920e19,0,0,0,0,0
12b5Brrda1nTzNT23DyS6nNTziS36WLsN1,1169c389293d48753085375a83df054057b7c599,0,0,0,0,0
bc1q0g6dz20kwpf5598g64r83rmkkkd9rjaffs5uf9,7a34d129f670534a14e8d546788f76b59a51cba9,2,0,322920640,322920640,0
bc1qvqzu2tnzlxmzfxpehu7k2j5cs886pjl872kqes,6005c52e62f9b6249839bf3d654a9881cfa0cbe7,2,0,280000000,280000000,0
bc1qmgr5xu76s5ppd7u48c3q7d3epsfpm03xc95056,da074373da850216fb953e220f36390c121dbe26,2,0,42913634,42913634,0
bc1q03063dycs2rgvs44hke96p3dsts796ldw2ceys,7c5fa8b49882868642b5bdb25d062d82e1e2ebed,35,0,6355790,6355790,0
1FgncKhX2utrg65FuP9K4DBKnRjymUgd2C,a1180e53aab9e1d399f475184ae98d36dbefb358,0,0,0,0,0
3JiLYBj5M3DfV7jysHaW8mpvsD54vvBdYh,baba17c8712be5525ed9645d7ae55178a734cf04,0,0,0,0,0
bc1qetze090ptyx0zj6lngrt69dy2uncc2w6jgc8ay,cac59795e1590cf14b5f9a06bd15a457278c29da,10,0,7499789,7499789,0
38ybJJGgr5UJNw7yU47dzac1DG9gtCbZqr,4feb655fb3e5dcc70aa463560c9cf41de6fa5501,475,0,8313102200,8313102200,0
bc1qmxe0vyadxpcc3sz4sh33lgtec2guaqd7njrrf4,d9b2f613ad307188c05585e31fa179c291ce81be,0,0,0,0,0
bc1q7tvw7za7vf24s0c0rzskvx5hhk8rqpzj0hpuqu,f2d8ef0bbe6255583f0f18a1661a97bd8e300452,483,0,417117863,417117863,0
bc1qexytqdxxtl2f3tvt7njrr58s2wvwe9e6vzm2hq,c988b034c65fd498ad8bf4e431d0f05398ec973a,141,0,123876882,123876882,0
1Lf31WeqpQixn6oorG2AhMzvwf1ZMRup72,d79bdf917decd8e628f7d3b273a72e272c10cb4e,183,0,70908623,70908623,0
bc1qpvvnd2y8j0pvwjr58r58r7nq377u3e8mac9wlm,0b1936a88793c2c7487438e871fa608fbdc8e4fb,0,0,0,0,0
1JMDzz9bP2W4xFQos4S1ocqNanQiuwKF11,be4d4f27dee2a4c812db044fc03eb15dea605a16,0,0,0,0,0
16SHwTQoAsgkv7dQ35q3HQDewGcyvGxx1A,3ba12af71ad88aa8e6db2fb2b1c07bf102ece314,21,1,131294913,131290837,4076
bc1q5yt3apsz4ecsez3v8ayxxrwm3f9hehskq2m5vs,a1171e8602ae710c8a2c3f48630ddb8a4b7cde16,9,0,2787797,2787797,0
1NjWoGHhJyYabvFjR9mpKzmhpJx1FEz7c3,ee64fc556b30222e14f10afde9c2f196a05d7372,7,0,4944745,4944745,0
14JUgfWRH7gSbpvHw5sTBbMc4zDujv2DZE,24368edab74bce635a234cd6c7377b3b9acca4f9,8,0,13929687,13929687,0
141E32yQj6Z7zcHDJf6QUtEaoifo4VCbT2,20f3422baf4e6395b6a9feae1d16b8918e0728b4,0,0,0,0,0
bc1ql7r0wl7sldphu82fhw8qxzshw4l4ujhm332nas,ff86f77fd0fb437e1d49bb8e030a17757f5e4afb,0,0,0,0,0
1Kg1tj3ax7qTQXcA4RfEeBYZzeQEFGmFVK,ccd33b26e4beeb9346d7541dedb2971a26cdf4e3,0,0,0,0,0
bc1q7je72paec0fnr5kyzjr6r224s6aetgd54gsww9,f4b3e507b9c3d331d2c41487a1a95586bb95a1b4,0,0,0,0,0
bc1q4eup99gqa7qt3wrxnck34xxvgsyllglwzdzeag,ae78129500ef80b8b8669e2d1a98cc4409ffa3ee,44,4,82480788,82445729,35059
3MtMCfz3Qc1sCb4HXWRzTLC1jfrz6BQNXA,dd872f0d1eb682e271982d12ccb1398976daef35,44,0,11224842,11224842,0
bc1q0u997r79ylv9hrc7zcth0mvr3mjua6324hxnkc,7f0a5f0fc527d85b8f1e161777ed838ee5ceea2a,2,0,2480000,2480000,0
1PK5fGs7X4Rt6HJdztqKDrXN68hRbDqQ2a,f4be24f9a25d5eb0d575b72c73dcc8785dad7d79,0,0,0,0,0
1FzhPVmeDtZcQh84KVW5wsA92uXcBfV8EJ,a47b2f549adcd975605760aec89cb5dcd2927037,0,0,0,0,0
bc1qju8zxz5nckzgvcg4jdccjt68mz09z2hv5h5myr,970e230a93c5848661159371892f47d89e512aec,11,0,12156575,12156575,0
bc1q8533xajsmf4zhuxdxzsa9fjthqv5jaukmaje82,3d23137650da6a2bf0cd30a1d2a64bb819497796,3,0,211369,211369,0
15s9FGh8Ho15afr3ewkWFQJEFKwMNUdWjr,355c2f46e33978d348c9de8186f50efe0f675b3d,0,0,0,0,0
1CJhhYNvzk4j7XcZwqbMSjxFPzSLfUZM5,02235a2b1a762b122456782b0202b939f760f2ed,0,0,0,0,0
bc1q2krej94kfy03rng6zgmz42qm2r4eglswl0vkqk,55879916b6491f11cd1a12362aa81b50eb947e0e,17,0,12242788,12242788,0
